temperature,humidity,vibration,current,status
77.4,85.6,2400,3.704,WARNING
35.0,55.8,3784,9.978,WARNING
34.6,63.9,596,8.343,NORMAL
47.9,57.5,3069,9.438,WARNING
53.5,95.6,3800,4.28,FAULT
29.2,79.4,1380,2.071,NORMAL
42.2,59.8,739,7.576,NORMAL
66.0,73.5,3260,9.86,FAULT
59.8,41.8,1113,1.879,NORMAL
78.6,54.6,2825,6.345,WARNING
68.4,43.3,3316,7.916,FAULT
46.5,84.2,2620,9.019,FAULT
48.4,41.3,2335,9.412,WARNING
43.4,94.4,1460,9.618,WARNING
78.8,68.5,2513,8.465,FAULT
64.5,99.1,3810,6.254,FAULT
75.0,43.6,3155,4.781,WARNING
45.5,60.5,1593,3.094,NORMAL
61.5,92.8,1806,3.426,WARNING
31.4,48.7,2863,0.706,NORMAL
76.8,67.4,1155,1.261,NORMAL
69.4,67.6,2327,1.696,NORMAL
75.9,55.5,3942,6.501,FAULT
67.5,78.7,4073,2.4,WARNING
56.0,58.2,830,7.873,NORMAL
59.6,60.1,3149,4.608,WARNING
54.6,82.8,2626,5.836,WARNING
66.0,60.3,538,9.003,WARNING
34.2,99.7,685,8.877,WARNING
29.5,81.0,2928,1.643,NORMAL
26.8,76.7,2259,3.895,WARNING
56.3,97.0,1611,5.097,WARNING
40.5,85.1,1920,2.372,NORMAL
77.9,59.6,1962,0.568,NORMAL
27.6,70.9,1652,0.756,NORMAL
37.4,43.9,1057,8.209,NORMAL
23.1,90.5,1355,7.728,NORMAL
58.0,56.3,1503,8.804,WARNING
52.1,81.8,3442,6.01,FAULT
36.1,57.6,3104,0.963,NORMAL
64.7,62.5,3271,9.816,FAULT
77.9,97.2,580,1.494,WARNING
25.1,63.2,1571,6.932,NORMAL
54.6,56.9,1982,9.303,WARNING
31.7,70.8,1778,5.729,NORMAL
60.3,56.9,3349,7.9,FAULT
36.9,83.8,3204,6.616,WARNING
39.0,55.2,3626,4.473,WARNING
23.8,94.9,3793,5.399,WARNING
71.3,91.1,2468,6.237,FAULT
63.0,91.9,1832,3.027,WARNING
35.0,42.4,1890,9.051,NORMAL
75.5,56.8,687,5.992,NORMAL
29.2,58.0,978,4.608,NORMAL
68.0,44.7,3125,1.797,WARNING
57.1,95.5,3306,2.83,WARNING
41.9,88.3,2903,9.378,WARNING
43.4,99.9,569,8.595,WARNING
61.9,75.6,2437,2.753,NORMAL
52.1,65.1,1786,1.807,NORMAL
36.6,44.1,1186,0.731,NORMAL
28.2,72.2,3558,3.024,NORMAL
38.2,86.5,2712,1.736,NORMAL
33.9,96.0,2094,2.194,NORMAL
25.1,84.2,819,2.342,NORMAL
58.6,78.7,3514,9.732,FAULT
76.5,43.3,1594,7.885,WARNING
24.3,79.5,2840,5.577,NORMAL
48.2,49.9,1251,8.942,WARNING
23.7,57.7,2521,4.139,NORMAL
71.6,60.5,3900,9.173,FAULT
34.7,92.7,1207,3.32,NORMAL
46.5,70.0,3361,2.204,WARNING
76.9,100.0,2705,2.421,WARNING
35.0,67.1,3713,4.728,NORMAL
38.2,99.8,1489,4.429,NORMAL
74.4,80.7,1167,9.472,WARNING
64.5,78.1,2732,0.582,WARNING
48.3,93.7,1032,1.551,NORMAL
25.6,70.4,3600,8.851,WARNING
57.9,55.4,3634,9.831,FAULT
52.4,87.5,2864,0.545,WARNING
55.6,59.1,1827,7.85,WARNING
51.3,42.5,3223,1.04,WARNING
47.4,49.3,569,6.947,NORMAL
69.4,99.2,3252,6.226,FAULT
23.4,68.4,954,9.185,NORMAL
51.5,63.9,1132,5.276,NORMAL
48.2,40.4,572,4.2,NORMAL
46.7,71.3,3136,8.609,WARNING
57.2,64.7,737,1.992,NORMAL
42.0,58.6,3769,7.507,WARNING
49.4,75.3,744,2.209,NORMAL
31.5,80.6,3693,2.998,NORMAL
51.7,87.2,2982,5.377,WARNING
72.3,94.0,1579,4.656,WARNING
73.4,52.4,2726,4.618,WARNING
66.9,58.9,1180,3.339,NORMAL
57.4,53.7,3844,1.257,NORMAL
52.4,74.5,1954,5.016,NORMAL
60.9,67.8,1578,3.628,NORMAL
32.8,41.9,2353,8.222,NORMAL
63.1,82.4,1949,1.568,WARNING
52.9,99.8,701,1.972,NORMAL
64.5,78.0,1576,8.555,WARNING
26.1,61.8,601,9.408,NORMAL
40.2,86.6,2604,7.912,WARNING
70.4,84.6,3376,4.026,FAULT
61.1,98.5,2967,5.497,FAULT
21.1,72.3,1854,9.325,NORMAL
69.3,96.0,2599,2.476,WARNING
43.8,75.6,3786,8.524,WARNING
75.3,86.4,1448,8.076,WARNING
71.8,76.1,3718,3.862,WARNING
72.9,50.1,567,2.141,NORMAL
51.2,87.2,1195,5.827,NORMAL
20.9,80.5,2997,5.57,NORMAL
40.7,69.3,1605,1.403,NORMAL
46.4,57.4,1050,6.035,NORMAL
51.2,44.1,746,1.565,NORMAL
22.6,50.2,858,2.975,NORMAL
64.6,83.1,1168,4.971,WARNING
62.4,64.8,1463,8.045,WARNING
76.5,64.5,1641,9.061,WARNING
37.1,77.5,2991,3.604,NORMAL
37.7,94.3,1551,1.957,NORMAL
44.0,56.7,3229,0.959,NORMAL
77.6,47.7,1142,5.562,NORMAL
31.9,90.5,2880,2.708,NORMAL
45.0,91.7,3330,8.362,FAULT
59.4,53.6,2090,2.086,NORMAL
44.5,40.9,2455,5.053,NORMAL
40.8,64.0,631,8.942,NORMAL
43.4,96.2,2604,6.38,WARNING
67.6,77.3,2047,2.391,NORMAL
52.2,92.3,1429,7.972,WARNING
52.7,62.8,2228,7.997,WARNING
40.0,56.7,3791,2.624,NORMAL
67.1,83.1,3408,3.645,WARNING
63.8,86.6,3654,3.684,WARNING
72.5,56.5,3847,3.813,WARNING
79.0,88.4,2536,2.536,WARNING
55.2,74.7,2964,1.513,NORMAL
27.8,41.1,3440,8.484,WARNING
62.2,49.8,3195,1.777,WARNING
66.1,94.8,3808,6.933,FAULT
48.8,70.3,1432,2.93,NORMAL
61.2,91.6,2059,9.596,FAULT
43.1,55.4,3999,2.264,NORMAL
33.8,58.5,1968,9.779,NORMAL
43.8,78.1,3161,9.194,WARNING
39.8,73.5,604,4.868,NORMAL
75.6,45.1,3356,7.812,FAULT
33.6,70.9,3064,5.243,NORMAL
54.9,79.1,1153,2.734,NORMAL
63.3,55.8,3057,8.755,FAULT
36.3,91.8,3491,2.363,WARNING
22.8,72.1,3304,7.938,WARNING
75.9,49.1,797,1.008,NORMAL
62.9,68.2,3040,3.126,WARNING
27.2,70.9,3943,5.799,NORMAL
22.7,67.4,1345,6.353,NORMAL
23.5,68.5,3928,1.756,NORMAL
25.4,52.0,819,1.221,NORMAL
79.7,63.9,2743,9.255,FAULT
39.1,92.7,1720,9.289,WARNING
29.1,50.5,3701,8.578,WARNING
69.4,56.5,1209,4.53,NORMAL
24.3,72.4,1834,7.461,NORMAL
66.8,57.7,3521,3.018,WARNING
35.1,94.3,3103,2.349,WARNING
32.5,44.2,3620,2.115,NORMAL
22.4,46.8,2318,3.176,NORMAL
34.7,77.8,2822,8.823,WARNING
56.2,57.0,3334,9.673,FAULT
24.4,90.0,1011,3.248,NORMAL
76.1,87.1,631,8.346,WARNING
21.7,49.0,3536,4.41,NORMAL
56.7,63.8,3867,3.388,WARNING
73.7,78.2,1443,5.434,NORMAL
34.6,47.4,3112,2.953,NORMAL
65.6,42.6,1739,1.669,NORMAL
21.5,57.7,3370,4.699,NORMAL
44.2,85.8,982,5.418,NORMAL
69.5,70.0,2651,2.941,FAULT
61.9,80.5,1178,4.528,WARNING
28.9,51.0,2220,7.505,NORMAL
32.6,49.7,2552,4.969,NORMAL
28.3,75.5,1331,8.987,NORMAL
67.6,56.5,2537,6.421,WARNING
43.9,97.3,2399,3.509,NORMAL
48.7,78.4,1673,0.851,NORMAL
45.4,41.9,1653,5.189,NORMAL
25.4,70.3,2473,2.509,NORMAL
27.5,63.0,1617,9.125,NORMAL
79.0,90.6,761,9.283,FAULT
58.6,89.5,2499,2.875,NORMAL
59.5,68.0,3377,9.007,FAULT
70.2,92.9,1851,9.05,FAULT
54.6,98.3,2946,8.397,FAULT
20.8,79.6,3577,0.596,NORMAL
70.0,57.9,1678,7.645,WARNING
48.8,58.0,2443,5.767,NORMAL
42.2,71.6,1476,7.227,NORMAL
78.9,86.1,3586,0.937,WARNING
46.1,80.7,3382,0.63,WARNING
61.2,98.3,1851,4.142,WARNING
21.0,80.3,3169,3.783,NORMAL
25.2,88.7,3206,5.47,WARNING
36.4,53.2,1102,4.491,NORMAL
78.9,98.3,3070,5.164,FAULT
60.2,46.4,3119,4.785,WARNING
33.8,89.7,3453,8.993,WARNING
73.6,83.9,2609,6.766,FAULT
31.4,94.6,2302,3.489,NORMAL
34.8,78.4,2068,1.032,NORMAL
69.7,45.8,873,7.259,WARNING
66.3,62.6,2801,8.921,FAULT
40.2,70.5,2591,5.794,NORMAL
30.4,67.7,1023,1.625,NORMAL
50.1,93.6,3086,2.405,WARNING
50.2,81.3,1009,2.437,NORMAL
73.9,78.4,1387,7.948,WARNING
25.3,66.7,2626,4.444,NORMAL
65.4,46.7,3963,4.074,WARNING
35.9,78.7,1708,6.201,NORMAL
65.7,92.1,3684,3.025,FAULT
49.5,87.2,3918,6.0,WARNING
56.5,92.5,2233,7.331,WARNING
38.2,94.3,772,7.117,WARNING
78.7,84.9,4074,1.835,WARNING
74.9,90.3,908,9.074,FAULT
71.3,57.1,1734,4.219,NORMAL
25.5,61.7,1430,2.704,NORMAL
38.3,42.3,3323,4.869,WARNING
33.5,40.7,1613,9.908,NORMAL
24.8,66.9,3364,2.442,NORMAL
59.6,84.6,1341,1.364,NORMAL
44.3,51.0,691,1.954,NORMAL
70.5,65.0,3388,7.072,FAULT
57.8,59.3,784,8.45,WARNING
78.1,76.1,2665,0.539,WARNING
58.7,52.1,1977,7.387,WARNING
64.0,73.3,3308,2.391,WARNING
76.5,61.1,2998,7.926,WARNING
75.1,97.3,3136,9.692,FAULT
68.2,64.7,2456,9.032,WARNING
39.8,97.5,3773,5.763,WARNING
40.1,50.2,686,8.876,NORMAL
36.1,79.9,3482,8.709,WARNING
67.8,91.6,2404,1.975,WARNING
35.7,98.2,2465,6.539,WARNING
43.2,66.6,502,6.391,NORMAL
38.2,41.9,3938,8.494,WARNING
31.1,63.8,865,4.776,FAULT
69.1,54.8,2300,6.803,WARNING
75.9,52.8,1009,6.919,WARNING
67.2,89.8,3081,6.078,FAULT
35.9,95.7,591,2.901,NORMAL
25.6,40.7,1452,5.093,NORMAL
22.5,48.1,2834,1.791,NORMAL
45.2,87.7,1991,1.623,NORMAL
34.5,59.9,2425,6.025,WARNING
68.0,68.1,3392,9.713,FAULT
51.8,59.0,1209,3.308,NORMAL
21.8,79.3,3119,1.346,NORMAL
67.4,92.7,4090,3.279,FAULT
24.0,56.1,2326,6.736,NORMAL
23.5,82.0,2813,2.201,NORMAL
25.8,82.2,2165,2.152,NORMAL
21.9,86.7,2618,7.825,NORMAL
59.6,46.7,1760,1.849,NORMAL
26.4,80.0,1458,5.127,NORMAL
67.7,80.3,3052,1.765,WARNING
37.3,82.3,3019,5.039,WARNING
79.8,85.9,3849,6.784,FAULT
70.9,56.0,2739,9.555,FAULT
54.4,96.1,2281,7.818,WARNING
68.4,52.7,3964,5.692,WARNING
25.0,56.8,4093,4.034,NORMAL
77.1,46.3,1737,5.465,NORMAL
52.8,98.6,3709,1.756,WARNING
48.3,86.1,923,1.296,NORMAL
65.2,62.2,1965,5.745,WARNING
61.7,74.6,3904,4.523,WARNING
77.5,94.4,929,8.517,FAULT
52.3,84.3,1322,5.509,NORMAL
55.3,47.1,2977,7.294,WARNING
60.9,68.1,1139,6.073,WARNING
73.0,51.6,1429,7.393,WARNING
67.5,49.4,2412,7.624,WARNING
61.2,47.5,2439,7.197,WARNING
61.2,42.2,1601,9.808,WARNING
43.0,44.1,2842,6.751,WARNING
35.8,97.5,3305,1.346,WARNING
69.5,78.5,711,4.587,NORMAL
28.2,51.2,1897,2.653,NORMAL
71.3,79.1,1382,1.483,FAULT
24.2,91.4,3385,6.846,WARNING
59.0,83.6,1848,9.232,WARNING
79.1,44.0,988,7.784,WARNING
41.0,45.6,2340,6.917,NORMAL
46.5,53.5,3087,1.069,NORMAL
52.2,77.6,2281,0.565,NORMAL
40.9,88.6,2715,2.605,NORMAL
27.8,93.0,2227,7.559,WARNING
38.2,97.0,1628,9.327,WARNING
25.6,68.5,2652,0.987,NORMAL
25.2,52.8,2997,8.076,WARNING
66.5,91.3,1829,1.444,WARNING
63.4,83.6,1732,8.341,WARNING
24.6,89.8,763,9.018,NORMAL
38.7,95.3,2652,9.761,FAULT
23.1,70.6,3992,6.754,WARNING
21.0,56.5,1367,8.535,NORMAL
63.1,97.7,3213,7.638,FAULT
78.8,84.2,2020,5.154,WARNING
33.5,50.0,2233,4.366,NORMAL
29.6,60.4,2157,1.561,NORMAL
67.3,60.9,568,7.801,WARNING
50.2,47.8,1147,7.897,NORMAL
62.0,47.3,561,3.31,NORMAL
64.0,44.2,2002,1.268,NORMAL
68.8,82.7,3355,2.282,WARNING
29.2,85.2,3954,5.244,WARNING
78.4,48.8,3949,5.817,WARNING
62.3,58.4,900,9.511,WARNING
63.5,67.8,3982,8.002,FAULT
68.6,52.5,2675,6.992,WARNING
65.3,77.5,1976,7.672,WARNING
36.3,82.3,2396,5.549,NORMAL
20.4,86.7,760,9.994,NORMAL
54.8,66.6,1780,7.207,NORMAL
76.4,49.4,1126,7.906,WARNING
67.8,74.3,2879,8.724,FAULT
56.7,68.5,1372,4.927,NORMAL
50.6,86.8,537,3.588,NORMAL
61.3,47.8,1760,1.627,NORMAL
63.1,54.8,1763,4.984,NORMAL
66.7,70.9,3914,8.304,FAULT
24.3,56.1,1164,2.084,NORMAL
23.5,95.3,1566,7.772,WARNING
74.8,42.9,2387,3.793,NORMAL
30.7,49.9,2524,2.692,NORMAL
58.1,57.4,2288,7.98,WARNING
25.8,79.0,2379,3.369,NORMAL
43.8,76.0,2754,5.286,NORMAL
50.3,74.4,2446,4.77,NORMAL
57.0,40.2,3477,1.694,WARNING
28.4,78.6,1155,2.821,NORMAL
67.6,48.3,2985,0.653,WARNING
78.3,77.2,1918,7.977,WARNING
50.2,59.9,3523,8.058,FAULT
28.1,84.7,2642,6.589,WARNING
26.2,59.1,586,6.182,NORMAL
75.7,96.4,1764,6.703,WARNING
34.6,62.2,2061,8.264,NORMAL
62.3,88.9,2442,8.704,FAULT
45.4,45.8,1482,6.61,NORMAL
46.2,47.9,3433,6.266,WARNING
78.7,41.5,1885,7.811,WARNING
40.1,56.3,2214,5.647,NORMAL
78.2,53.6,2609,5.115,WARNING
22.0,83.2,3402,3.679,NORMAL
48.1,67.2,922,1.132,NORMAL
40.6,97.3,3785,1.627,WARNING
72.4,67.8,3488,4.759,WARNING
25.4,55.0,1657,4.883,NORMAL
58.0,64.3,2792,6.892,WARNING
55.3,44.5,2724,1.651,NORMAL
60.7,73.5,2802,2.001,WARNING
65.4,98.6,688,9.065,FAULT
48.3,69.3,1349,3.99,NORMAL
34.8,42.4,2932,5.425,NORMAL
60.0,75.5,3060,0.797,NORMAL
37.8,52.3,2992,0.915,NORMAL
45.4,40.9,1729,1.551,NORMAL
76.0,65.4,1283,1.507,NORMAL
69.9,93.7,3788,0.508,FAULT
45.2,45.9,2401,1.42,NORMAL
27.5,95.9,2952,5.752,WARNING
47.5,93.4,2061,8.726,FAULT
57.8,70.2,2041,5.769,NORMAL
36.7,58.6,2660,8.515,WARNING
72.8,62.5,3688,7.755,FAULT
31.1,88.6,1961,9.313,WARNING
78.3,78.7,735,9.402,WARNING
45.9,95.4,3458,2.09,WARNING
72.3,71.5,2487,7.109,WARNING
61.8,98.6,3668,1.391,FAULT
62.5,61.0,828,6.747,WARNING
61.6,82.1,4014,7.648,FAULT
50.7,84.5,959,6.958,NORMAL
47.3,55.1,2551,7.879,WARNING
62.8,87.2,1574,7.698,WARNING
32.3,82.0,2763,8.424,WARNING
54.4,96.9,2019,9.517,FAULT
66.5,57.0,3460,4.18,WARNING
49.2,50.2,1612,2.987,NORMAL
25.5,77.4,3115,4.409,NORMAL
51.1,59.1,3456,3.876,WARNING
74.6,89.5,3721,3.393,WARNING
43.8,48.1,3210,8.211,WARNING
59.2,69.4,1942,8.588,WARNING
77.3,57.0,529,2.973,NORMAL
24.9,91.3,2488,9.335,WARNING
26.3,61.4,713,7.345,NORMAL
71.7,57.4,1264,2.523,NORMAL
42.3,57.0,2564,4.871,NORMAL
65.8,86.2,702,7.275,FAULT
22.5,49.6,1499,1.557,NORMAL
33.3,90.4,2593,9.365,WARNING
20.9,77.5,3671,0.721,NORMAL
40.7,90.7,604,5.474,NORMAL
29.2,66.1,1612,4.762,NORMAL
51.0,75.9,3124,2.583,NORMAL
51.4,44.0,2395,7.49,WARNING
36.6,49.1,1016,6.71,NORMAL
31.0,92.4,3400,4.624,WARNING
63.3,56.3,3227,1.345,WARNING
22.3,71.1,2028,5.824,NORMAL
40.5,58.2,1941,9.633,WARNING
64.3,65.6,1337,8.406,WARNING
38.0,56.6,3565,5.664,WARNING
63.9,62.1,2257,2.758,NORMAL
27.9,73.7,2018,3.254,WARNING
31.3,85.0,1967,5.855,NORMAL
50.7,93.3,2265,7.544,WARNING
49.4,82.3,758,5.84,NORMAL
30.4,43.7,3542,8.242,WARNING
24.8,67.0,3148,7.265,NORMAL
46.5,51.4,3035,7.373,WARNING
55.2,54.4,2713,6.946,WARNING
59.0,76.7,1517,6.579,NORMAL
47.3,99.2,3197,9.796,FAULT
64.6,96.7,1889,6.486,FAULT
45.1,44.2,1090,7.693,NORMAL
57.7,45.4,3130,3.864,NORMAL
37.8,43.4,1649,5.715,NORMAL
32.8,75.4,3710,6.379,WARNING
36.6,69.4,2458,7.422,NORMAL
61.9,82.7,1420,3.635,NORMAL
41.3,44.9,668,1.046,NORMAL
43.3,93.5,1138,4.339,NORMAL
42.6,99.4,3544,9.163,FAULT
77.4,49.4,809,5.443,NORMAL
61.2,99.6,3335,9.124,FAULT
25.5,78.2,3622,1.992,NORMAL
34.3,45.8,3127,6.562,NORMAL
72.4,58.4,769,6.749,WARNING
60.6,92.6,1712,7.56,WARNING
20.7,40.2,1857,8.48,NORMAL
20.5,65.7,1973,2.142,NORMAL
46.3,65.4,3103,5.695,WARNING
57.4,81.8,1926,3.261,NORMAL
32.3,96.7,1096,3.295,NORMAL
56.1,99.5,1234,3.759,NORMAL
57.4,79.5,2332,2.906,NORMAL
59.7,65.3,3183,3.628,NORMAL
71.7,91.6,2937,5.849,FAULT
53.5,74.9,3384,1.493,WARNING
29.6,57.2,723,2.973,NORMAL
30.3,47.8,1520,4.559,NORMAL
59.0,92.9,2904,5.977,WARNING
32.3,90.3,3981,6.187,WARNING
72.7,92.6,3162,8.144,FAULT
76.3,72.8,922,1.454,NORMAL
36.2,88.3,1935,6.177,WARNING
28.8,49.5,3761,7.36,WARNING
44.0,96.9,2580,9.172,FAULT
39.1,69.4,871,1.777,NORMAL
40.9,43.1,1905,1.136,NORMAL
36.9,98.2,3913,9.824,FAULT
24.7,74.7,2798,5.482,NORMAL
65.8,70.4,1095,6.085,WARNING
71.1,41.2,3211,8.133,FAULT
40.1,42.5,599,4.952,NORMAL
54.0,42.2,1359,2.948,NORMAL
25.1,42.0,567,9.881,NORMAL
67.5,48.1,2742,7.468,WARNING
75.5,69.6,2144,3.458,NORMAL
42.8,79.3,552,8.601,NORMAL
33.3,76.9,1043,6.961,NORMAL
62.1,84.8,1145,1.212,NORMAL
74.7,43.1,3821,4.905,WARNING
58.7,82.0,1974,7.586,WARNING
78.2,93.2,650,4.153,WARNING
74.2,67.6,959,3.337,NORMAL
40.1,61.3,1870,7.345,NORMAL
36.8,96.0,1809,9.406,WARNING
72.6,62.7,3317,3.07,WARNING
61.6,65.5,3017,2.857,WARNING
32.4,42.6,2497,8.15,NORMAL
70.5,52.0,3763,3.772,WARNING
57.1,48.9,3219,3.42,WARNING
27.4,97.4,3065,2.092,NORMAL
51.4,65.7,2955,9.337,NORMAL
60.9,49.7,3614,1.543,WARNING
43.3,98.6,2426,4.398,WARNING
41.9,97.2,1492,5.856,NORMAL
41.0,42.8,1162,4.902,NORMAL
62.8,91.9,3054,4.699,FAULT
45.3,96.3,2294,7.497,WARNING
31.4,69.9,3659,9.393,WARNING
69.3,86.0,3013,8.687,FAULT
50.2,70.6,2172,8.65,WARNING
21.6,43.3,2456,7.327,NORMAL
54.2,91.3,1499,3.658,NORMAL
43.9,48.1,1996,0.953,NORMAL
76.4,75.1,1765,0.996,NORMAL
65.8,64.3,1173,4.795,NORMAL
77.4,72.7,3415,2.414,WARNING
22.1,49.8,584,6.166,NORMAL
32.6,68.7,2121,9.193,NORMAL
72.8,60.9,2115,2.087,NORMAL
36.3,78.0,2152,7.121,NORMAL
22.2,51.8,912,6.451,NORMAL
24.1,51.7,3870,0.543,NORMAL
78.8,62.3,3367,3.147,WARNING
47.9,54.3,582,4.251,NORMAL
68.1,49.0,3857,9.281,FAULT
53.8,43.9,1937,2.181,NORMAL
25.3,99.2,1803,3.493,NORMAL
71.3,84.3,3939,6.89,FAULT
35.7,98.5,2273,6.596,WARNING
35.1,64.8,1457,4.826,NORMAL
38.6,97.4,961,5.857,NORMAL
41.1,57.1,2135,5.012,NORMAL
76.8,85.7,1380,1.111,NORMAL
75.0,88.2,1079,1.266,NORMAL
69.3,84.2,639,5.816,WARNING
58.2,71.3,1097,9.226,WARNING
59.6,95.2,3630,5.836,FAULT
45.0,89.5,3617,9.17,FAULT
66.9,66.9,1295,9.233,WARNING
43.1,69.5,3379,2.897,NORMAL
77.0,75.2,606,2.56,NORMAL
47.3,76.0,1513,1.79,NORMAL
66.3,78.8,1960,0.521,NORMAL
21.5,51.9,1877,8.954,NORMAL
26.2,94.6,4075,7.97,WARNING
38.4,44.4,2665,1.447,NORMAL
29.8,53.0,705,4.435,NORMAL
21.9,84.6,1788,4.748,NORMAL
33.1,93.1,1127,3.76,NORMAL
44.9,67.8,900,8.381,NORMAL
34.2,63.0,2232,6.261,NORMAL
44.1,59.0,2242,7.331,NORMAL
49.1,68.3,1848,1.912,NORMAL
70.9,52.4,2525,3.136,WARNING
62.4,61.2,749,1.87,NORMAL
70.3,67.7,3504,5.297,WARNING
32.3,54.2,976,7.228,NORMAL
30.9,81.4,3611,6.848,WARNING
59.4,80.1,1889,8.696,WARNING
51.5,79.1,1385,4.377,NORMAL
64.4,54.4,2611,2.715,WARNING
77.3,96.4,714,0.844,WARNING
63.6,87.4,1338,5.853,WARNING
77.6,64.8,3644,2.424,WARNING
33.0,43.1,1500,8.569,NORMAL
29.0,61.8,3429,3.73,NORMAL
31.1,41.8,2249,8.563,NORMAL
59.6,88.3,2272,6.548,WARNING
61.3,42.9,3087,6.41,WARNING
53.7,45.7,3041,1.177,NORMAL
43.4,68.8,2240,6.471,NORMAL
54.0,51.8,1561,2.901,NORMAL
44.9,66.0,1677,4.135,NORMAL
38.1,85.3,799,8.325,WARNING
47.6,50.6,1229,3.687,NORMAL
49.1,56.9,1955,1.013,NORMAL
53.2,90.4,2068,6.14,WARNING
20.9,90.0,3480,0.622,NORMAL
35.5,60.8,2342,8.439,WARNING
59.2,78.3,535,2.783,NORMAL
54.7,57.3,2480,3.666,NORMAL
45.4,94.8,1147,1.963,NORMAL
27.2,87.0,984,9.858,NORMAL
48.5,78.4,2845,4.342,FAULT
44.9,54.8,1152,4.69,NORMAL
77.0,93.7,3050,5.34,FAULT
22.9,97.2,581,8.423,WARNING
52.6,49.0,3114,3.402,NORMAL
57.2,79.2,3179,1.548,NORMAL
69.7,42.0,3202,9.635,FAULT
63.1,44.8,3640,5.075,WARNING
61.9,60.0,1853,8.673,WARNING
73.2,74.7,1528,7.997,WARNING
65.0,58.1,3486,1.593,WARNING
64.9,53.6,3056,4.721,WARNING
39.9,47.1,1172,3.383,NORMAL
21.3,44.9,2175,9.111,FAULT
60.1,57.8,638,6.754,WARNING
29.2,57.9,1053,2.785,NORMAL
30.1,59.7,2612,5.424,NORMAL
53.5,80.8,2963,7.073,WARNING
71.7,94.5,2806,3.573,WARNING
71.5,86.4,2987,7.636,FAULT
64.9,74.8,1662,6.747,WARNING
58.2,79.6,2255,3.097,NORMAL
63.5,97.6,1162,6.989,WARNING
40.8,64.2,647,8.584,NORMAL
45.9,46.9,1474,2.474,NORMAL
48.1,94.6,3903,1.106,WARNING
58.2,82.9,3640,9.476,FAULT
39.6,44.9,1985,1.08,NORMAL
29.2,90.9,828,9.121,WARNING
22.7,88.9,2942,9.069,WARNING
58.3,78.0,4054,2.386,WARNING
43.1,96.7,3488,8.434,FAULT
26.5,52.7,2998,9.426,WARNING
47.0,54.9,3077,8.547,WARNING
61.3,53.3,2572,1.972,WARNING
70.0,52.5,749,6.065,WARNING
49.4,94.5,2497,6.859,WARNING
69.9,59.4,3003,8.91,FAULT
76.7,56.8,2166,2.524,NORMAL
23.1,51.9,3549,0.902,NORMAL
25.1,93.3,3612,3.352,WARNING
29.3,81.1,2370,7.022,NORMAL
26.4,76.9,2861,4.075,NORMAL
54.0,62.9,2077,4.936,NORMAL
40.3,75.7,979,9.649,NORMAL
20.8,100.0,3194,5.905,WARNING
40.6,41.9,1930,8.126,WARNING
22.7,49.0,2303,2.193,NORMAL
55.6,46.7,1850,8.78,WARNING
26.1,57.4,3899,7.405,WARNING
25.9,79.8,1229,0.826,NORMAL
63.4,65.0,912,6.854,WARNING
72.0,55.0,2267,6.668,WARNING
78.9,83.8,2921,8.726,FAULT
61.6,87.9,1298,4.758,WARNING
32.5,80.5,2166,1.426,NORMAL
48.3,78.9,2039,8.599,WARNING
34.1,62.6,3442,5.629,NORMAL
54.3,69.1,1393,2.634,NORMAL
44.5,48.8,3523,8.144,WARNING
27.4,79.3,1145,5.457,NORMAL
47.2,94.6,788,8.386,WARNING
27.1,87.5,1679,1.964,NORMAL
35.2,86.9,2077,2.003,NORMAL
69.9,92.0,504,6.361,WARNING
50.4,64.4,1868,2.068,NORMAL
48.4,63.6,2787,9.065,WARNING
71.7,96.9,3072,1.457,WARNING
71.2,45.6,2397,0.895,NORMAL
22.5,50.7,3135,8.237,WARNING
73.8,89.2,2654,8.723,FAULT
60.1,56.7,4050,7.694,FAULT
38.1,50.0,2832,8.624,WARNING
42.2,83.2,1619,0.676,NORMAL
22.8,64.3,3052,1.213,NORMAL
52.7,94.3,1467,3.792,WARNING
67.8,71.2,3235,5.049,WARNING
28.3,50.3,2071,4.082,NORMAL
48.6,94.2,2446,2.424,WARNING
35.2,99.9,2865,7.811,WARNING
42.2,66.6,1611,1.766,NORMAL
75.4,53.4,2503,7.287,WARNING
73.2,52.0,1136,2.434,NORMAL
39.8,65.8,1128,2.185,NORMAL
22.5,94.5,3511,4.151,WARNING
68.0,86.4,3800,4.04,FAULT
52.0,86.2,1745,3.266,NORMAL
70.5,61.2,1237,3.085,NORMAL
60.2,58.2,2057,9.164,WARNING
79.6,48.7,971,7.042,WARNING
27.8,47.6,3864,6.323,WARNING
51.0,98.4,3757,8.651,FAULT
34.0,45.9,3735,2.029,NORMAL
40.3,97.5,3208,4.722,WARNING
71.1,65.0,3377,8.659,FAULT
65.5,64.4,3730,4.878,WARNING
23.3,95.6,3814,6.867,WARNING
24.5,99.5,3863,2.875,WARNING
59.3,61.6,2809,8.467,WARNING
35.4,92.1,2689,1.28,WARNING
70.3,53.0,1325,4.257,NORMAL
65.4,50.7,2363,0.611,NORMAL
27.9,62.5,3117,2.776,NORMAL
38.7,91.0,2435,6.6,FAULT
57.8,53.1,3626,7.06,WARNING
69.8,72.9,1388,7.544,WARNING
41.0,54.3,2670,2.917,NORMAL
36.7,94.0,4066,1.037,WARNING
